TIMESTAMP | LEVEL | TYPE | APPLICATION | DETAILS
2025-06-01 19:20:09.718 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 890 denied requests in the last 60 seconds.
2025-06-01 19:20:09.728 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 891 denied requests in the last 60 seconds.
2025-06-01 19:20:09.740 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 892 denied requests in the last 60 seconds.
2025-06-01 19:20:09.746 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 893 denied requests in the last 60 seconds.
2025-06-01 19:20:09.757 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 894 denied requests in the last 60 seconds.
2025-06-01 19:20:09.767 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 895 denied requests in the last 60 seconds.
2025-06-01 19:20:09.783 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 896 denied requests in the last 60 seconds.
2025-06-01 19:20:09.796 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 897 denied requests in the last 60 seconds.
2025-06-01 19:20:09.800 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 898 denied requests in the last 60 seconds.
2025-06-01 19:20:09.815 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 899 denied requests in the last 60 seconds.
2025-06-01 19:20:09.817 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 900 denied requests in the last 60 seconds.
2025-06-01 19:20:09.827 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 901 denied requests in the last 60 seconds.
2025-06-01 19:20:09.833 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 902 denied requests in the last 60 seconds.
2025-06-01 19:20:09.841 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 903 denied requests in the last 60 seconds.
2025-06-01 19:20:09.851 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 904 denied requests in the last 60 seconds.
2025-06-01 19:20:09.860 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 905 denied requests in the last 60 seconds.
2025-06-01 19:20:09.864 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 906 denied requests in the last 60 seconds.
2025-06-01 19:20:09.873 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 907 denied requests in the last 60 seconds.
2025-06-01 19:20:09.890 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 908 denied requests in the last 60 seconds.
2025-06-01 19:20:09.912 | HIGH | EXCESSIVE_DENIES | GenericTCP | Application 'GenericTCP' has 43 denied requests in the last 60 seconds.
2025-06-01 19:20:09.926 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 909 denied requests in the last 60 seconds.
2025-06-01 19:20:09.930 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 910 denied requests in the last 60 seconds.
2025-06-01 19:20:09.932 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 911 denied requests in the last 60 seconds.
2025-06-01 19:20:09.963 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 912 denied requests in the last 60 seconds.
2025-06-01 19:20:09.966 | HIGH | EXCESSIVE_DENIES | HTTPS | Application 'HTTPS' has 37 denied requests in the last 60 seconds.
2025-06-01 19:20:09.983 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 913 denied requests in the last 60 seconds.
2025-06-01 19:20:09.998 | HIGH | EXCESSIVE_DENIES | GenericUDP | Application 'GenericUDP' has 914 denied requests in the last 60 seconds.
